ID	Niveau	Section	Hovedgruppe	Gruppe	Undergruppe	DB07	NB	Tekst	2-kode	3-kode	4-kode	6-kode										
1470	3	N	79	79.1	79.12			Rejsearrangører	79	791	7912											
1471	4	N	79	79.1	79.12	79.12.00		Rejsearrangører	79	791	7912	791200										
1472	2	N	79	79.9				Andre reservationstjenesteydelser og tjenesteydelser i forbindelse hermed	79	799												
1473	3	N	79	79.9	79.90			Andre reservationstjenesteydelser og tjenesteydelser i forbindelse hermed	79	799	7990											
1474	4	N	79	79.9	79.90	79.90.00		Andre reservationstjenesteydelser og tjenesteydelser i forbindelse hermed	79	799	7990	799000										
1475	1	N	80					Vagt- og sikkerhedstjenester og overvågning	80													
1476	2	N	80	80.1				Private vagt- og sikkerhedstjenester	80	801												
1477	3	N	80	80.1	80.10			Private vagt- og sikkerhedstjenester	80	801	8010											
1478	4	N	80	80.1	80.10	80.10.00		Private vagt- og sikkerhedstjenester	80	801	8010	801000										
1479	2	N	80	80.2				Serviceydelser i forbindelse med sikkerhedssystemer	80	802												
1480	3	N	80	80.2	80.20			Serviceydelser i forbindelse med sikkerhedssystemer	80	802	8020											
1481	4	N	80	80.2	80.20	80.20.00		Serviceydelser i forbindelse med sikkerhedssystemer	80	802	8020	802000										
1482	2	N	80	80.3				Overvågning	80	803												
1483	3	N	80	80.3	80.30			Overvågning	80	803	8030											
1484	4	N	80	80.3	80.30	80.30.00		Overvågning	80	803	8030	803000										
1485	1	N	81					Serviceydelser i forbindelse med ejendomme samt landskabspleje	81													
1486	2	N	81	81.1				Kombinerede serviceydelser	81	811												
1487	3	N	81	81.1	81.10			Kombinerede serviceydelser	81	811	8110											
1488	4	N	81	81.1	81.10	81.10.00		Kombinerede serviceydelser	81	811	8110	811000										
1489	2	N	81	81.2				Renhold	81	812												
1490	3	N	81	81.2	81.21			Almindelig rengøring i bygninger	81	812	8121											
1491	4	N	81	81.2	81.21	81.21.00		Almindelig rengøring i bygninger	81	812	8121	812100										
1492	3	N	81	81.2	81.22			Anden rengøring af bygninger og rengøring af erhvervslokaler	81	812	8122											
1493	4	N	81	81.2	81.22	81.22.10		Vinduespolering	81	812	8122	812210										
1494	4	N	81	81.2	81.22	81.22.20		Skorstensfejning	81	812	8122	812220										
1495	4	N	81	81.2	81.22	81.22.90		Anden rengøring af bygninger og rengøring af erhvervslokaler	81	812	8122	812290										
1496	3	N	81	81.2	81.29			Andre rengøringsydelser	81	812	8129											
1497	4	N	81	81.2	81.29	81.29.00		Andre rengøringsydelser	81	812	8129	812900										
1498	2	N	81	81.3				Landskabspleje	81	813												
1499	3	N	81	81.3	81.30			Landskabspleje	81	813	8130											
1500	4	N	81	81.3	81.30	81.30.00		Landskabspleje	81	813	8130	813000										
1501	1	N	82					Administrationsservice, kontorservice og anden forretningsservice	82													
1502	2	N	82	82.1				Administrationsservice og kontorservice	82	821												
1503	3	N	82	82.1	82.11			Kombinerede administrationsserviceydelser	82	821	8211											
1504	4	N	82	82.1	82.11	82.11.00		Kombinerede administrationsserviceydelser	82	821	8211	821100										
1505	3	N	82	82.1	82.19			Fotokopiering, dokumentbehandling og anden specialiseret kontorservice	82	821	8219											
1506	4	N	82	82.1	82.19	82.19.00		Fotokopiering, dokumentbehandling og anden specialiseret kontorservice	82	821	8219	821900										
1507	2	N	82	82.2				Call centres virksomhed	82	822												
1508	3	N	82	82.2	82.20			Call centres virksomhed	82	822	8220											
1509	4	N	82	82.2	82.20	82.20.00		Call centres virksomhed	82	822	8220	822000										
1510	2	N	82	82.3				Organisering af kongresser, messer og udstillinger	82	823												
1511	3	N	82	82.3	82.30			Organisering af kongresser, messer og udstillinger	82	823	8230											
1512	4	N	82	82.3	82.30	82.30.00		Organisering af kongresser, messer og udstillinger	82	823	8230	823000										
1513	2	N	82	82.9				Anden forretningsservice i.a.n.	82	829												
1514	3	N	82	82.9	82.91			Inkassovirksomhed og kreditoplysning	82	829	8291											
1515	4	N	82	82.9	82.91	82.91.00		Inkassovirksomhed og kreditoplysning	82	829	8291	829100										
1516	3	N	82	82.9	82.92			Pakkerier	82	829	8292											
1517	4	N	82	82.9	82.92	82.92.00		Pakkerier	82	829	8292	829200										
1518	3	N	82	82.9	82.99			Anden forretningsservice i.a.n.	82	829	8299											
1519	4	N	82	82.9	82.99	82.99.00		Anden forretningsservice i.a.n.	82	829	8299	829900										
1520	0	O						"Offentlig forvaltning og forsvar; socialsikring"														
1521	1	O	84					Offentlig forvaltning, forsvar og socialsikring	84													
1522	2	O	84	84.1				Forvaltning af staten og den økonomiske og sociale politik	84	841												
1523	3	O	84	84.1	84.11			Generelle offentlige tjenester	84	841	8411											
1524	4	O	84	84.1	84.11	84.11.00		Generelle offentlige tjenester	84	841	8411	841100										
1525	3	O	84	84.1	84.12			Administration af sundhedsvæsen, undervisning, kultur og sociale forhold undtagen social sikring	84	841	8412											
1526	4	O	84	84.1	84.12	84.12.00		Administration af sundhedsvæsen, undervisning, kultur og sociale forhold undtagen social sikring	84	841	8412	841200										
1527	3	O	84	84.1	84.13			Administration af og bidrag til erhvervsfremme	84	841	8413											
1528	4	O	84	84.1	84.13	84.13.00		Administration af og bidrag til erhvervsfremme	84	841	8413	841300										
1529	2	O	84	84.2				Tjenesteydelser til samfundet som helhed	84	842												
1530	3	O	84	84.2	84.21			Udenrigsanliggender	84	842	8421											
1531	4	O	84	84.2	84.21	84.21.00		Udenrigsanliggender	84	842	8421	842100										
1532	3	O	84	84.2	84.22			Forsvar	84	842	8422											
1533	4	O	84	84.2	84.22	84.22.00		Forsvar	84	842	8422	842200										
1534	3	O	84	84.2	84.23			Domstole og fængselsvæsen	84	842	8423											
1535	4	O	84	84.2	84.23	84.23.00		Domstole og fængselsvæsen	84	842	8423	842300										
1536	3	O	84	84.2	84.24			Politi	84	842	8424											
1537	4	O	84	84.2	84.24	84.24.00		Politi	84	842	8424	842400										
1538	3	O	84	84.2	84.25			Brandvæsen	84	842	8425											
1539	4	O	84	84.2	84.25	84.25.00		Brandvæsen	84	842	8425	842500										
1540	2	O	84	84.3				Lovpligtig socialsikring mv.	84	843												
1541	3	O	84	84.3	84.30			Lovpligtig socialsikring mv.	84	843	8430											
1542	4	O	84	84.3	84.30	84.30.00		Lovpligtig socialsikring mv.	84	843	8430	843000										
1543	0	P						Undervisning														
1544	1	P	85					Undervisning	85													
1545	2	P	85	85.1				Førskoleundervisning	85	851												
1546	3	P	85	85.1	85.10			Førskoleundervisning	85	851	8510											
1547	4	P	85	85.1	85.10	85.10.00		Førskoleundervisning	85	851	8510	851000										
1548	2	P	85	85.2				Folke- og specialskoler	85	852												
1549	3	P	85	85.2	85.20			Folke- og specialskoler	85	852	8520											
1550	4	P	85	85.2	85.20	85.20.10		Folkeskoler o.lign.	85	852	8520	852010										
1551	4	P	85	85.2	85.20	85.20.20		Specialskoler for handicappede	85	852	8520	852020										
1552	2	P	85	85.3				Gymnasier og erhvervsfaglige skoler	85	853												
1553	3	P	85	85.3	85.31			Gymnasier, studenterskoler o.l.	85	853	8531											
1554	4	P	85	85.3	85.31	85.31.10		Ungdoms- og efterskoler	85	853	8531	853110										
1555	4	P	85	85.3	85.31	85.31.20		Gymnasier, studenter- og HF-kurser	85	853	8531	853120										
1556	3	P	85	85.3	85.32			Tekniske skoler og fagskoler	85	853	8532											
1557	4	P	85	85.3	85.32	85.32.00		Tekniske skoler og fagskoler	85	853	8532	853200										
1558	2	P	85	85.4				Videregående uddannelsesinstitutioner	85	854												
1559	3	P	85	85.4	85.41			Videregående uddannelser ikke på universitetsniveau	85	854	8541											
1560	4	P	85	85.4	85.41	85.41.00		Videregående uddannelser ikke på universitetsniveau	85	854	8541	854100										
1561	3	P	85	85.4	85.42			Videregående uddannelser på universitetsniveau	85	854	8542											
1562	4	P	85	85.4	85.42	85.42.00		Videregående uddannelser på universitetsniveau	85	854	8542	854200										
1563	2	P	85	85.5				Anden undervisning	85	855												
1564	3	P	85	85.5	85.51			Undervisning inden for sport og fritid	85	855	8551											
1565	4	P	85	85.5	85.51	85.51.00		Undervisning inden for sport og fritid	85	855	8551	855100										
1566	3	P	85	85.5	85.52			Undervisning i kulturelle discipliner	85	855	8552											
1567	4	P	85	85.5	85.52	85.52.00		Undervisning i kulturelle discipliner	85	855	8552	855200										
1568	3	P	85	85.5	85.53			Køreskoler	85	855	8553											
1569	4	P	85	85.5	85.53	85.53.00		Køreskoler	85	855	8553	855300										
1570	3	P	85	85.5	85.59			Anden undervisning i.a.n.	85	855	8559											
1571	4	P	85	85.5	85.59	85.59.00		Anden undervisning i.a.n.	85	855	8559	855900										
1572	2	P	85	85.6				Hjælpeydelser i forbindelse med undervisning	85	856												
1573	3	P	85	85.6	85.60			Hjælpeydelser i forbindelse med undervisning	85	856	8560											
1574	4	P	85	85.6	85.60	85.60.00		Hjælpeydelser i forbindelse med undervisning	85	856	8560	856000										
1575	0	Q						Sundhedsvæsen og sociale foranstaltninger														
1576	1	Q	86					Sundhedsvæsen	86													
1577	2	Q	86	86.1				Hospitaler	86	861												
1578	3	Q	86	86.1	86.10			Hospitaler	86	861	8610											
1579	4	Q	86	86.1	86.10	86.10.00		Hospitaler	86	861	8610	861000										
1580	2	Q	86	86.2				Praktiserende læger og tandlæger	86	862												
1581	3	Q	86	86.2	86.21			Alment praktiserende læger	86	862	8621											
1582	4	Q	86	86.2	86.21	86.21.00		Alment praktiserende læger	86	862	8621	862100										
1583	3	Q	86	86.2	86.22			Praktiserende speciallæger	86	862	8622											
1584	4	Q	86	86.2	86.22	86.22.00		Praktiserende speciallæger	86	862	8622	862200										
1585	3	Q	86	86.2	86.23			Praktiserende tandlæger	86	862	8623											
1586	4	Q	86	86.2	86.23	86.23.00		Praktiserende tandlæger	86	862	8623	862300										
1587	2	Q	86	86.9				Sundhedsvæsen i øvrigt	86	869												
1588	3	Q	86	86.9	86.90			Sundhedsvæsen i øvrigt	86	869	8690											
1589	4	Q	86	86.9	86.90	86.90.10		Sundhedspleje, hjemmesygepleje og jordemødre mv.	86	869	8690	869010										
1590	4	Q	86	86.9	86.90	86.90.20		Fysio- og ergoterapeuter	86	869	8690	869020										
1591	4	Q	86	86.9	86.90	86.90.30		Psykologisk rådgivning	86	869	8690	869030										
1592	4	Q	86	86.9	86.90	86.90.40		Kiropraktorer	86	869	8690	869040										
1593	4	Q	86	86.9	86.90	86.90.90		Sundhedsvæsen i øvrigt i.a.n.	86	869	8690	869090										
1594	1	Q	87					Institutionsophold	87													
1595	2	Q	87	87.1				Institutionsophold med sygepleje	87	871												
1596	3	Q	87	87.1	87.10			Institutionsophold med sygepleje	87	871	8710											
1597	4	Q	87	87.1	87.10	87.10.10		Plejehjem	87	871	8710	871010										
1598	4	Q	87	87.1	87.10	87.10.20		Institutionsophold med sygepleje i.a.n.	87	871	8710	871020										
1599	2	Q	87	87.2				Institutionsophold for psykisk handicappede, psykisk syge og stofmisbrugere	87	872												
1600	3	Q	87	87.2	87.20			Institutionsophold for psykisk handicappede, psykisk syge og stofmisbrugere	87	872	8720											
1601	4	Q	87	87.2	87.20	87.20.10		Døgninstitutioner for personer med psykiske handicap	87	872	8720	872010										
1602	4	Q	87	87.2	87.20	87.20.20		Behandlingshjem for stofmisbrugere og alkoholskadede	87	872	8720	872020										
1603	2	Q	87	87.3				Institutionsophold for ældre og handicappede	87	873												
1604	3	Q	87	87.3	87.30			Institutionsophold for ældre og handicappede	87	873	8730											
1605	4	Q	87	87.3	87.30	87.30.10		Døgninstitutioner for personer med fysisk handicap	87	873	8730	873010										
1606	4	Q	87	87.3	87.30	87.30.20		Beskyttede boliger o.l.	87	873	8730	873020										
1607	2	Q	87	87.9				Andre former for institutionsophold	87	879												
1608	3	Q	87	87.9	87.90			Andre former for institutionsophold	87	879	8790											
1609	4	Q	87	87.9	87.90	87.90.10		Døgninstitutioner for børn og unge	87	879	8790	879010										
1610	4	Q	87	87.9	87.90	87.90.20		Familiepleje	87	879	8790	879020										
1611	4	Q	87	87.9	87.90	87.90.90		Andre former for institutionsophold	87	879	8790	879090										
1612	1	Q	88					Sociale foranstaltninger uden institutionsophold	88													
1613	2	Q	88	88.1				Sociale foranstaltninger for ældre og handicappede uden institutionsophold	88	881												
1614	3	Q	88	88.1	88.10			Sociale foranstaltninger for ældre og handicappede uden institutionsophold	88	881	8810											
1615	4	Q	88	88.1	88.10	88.10.10		Hjemmehjælp	88	881	8810	881010										
1616	4	Q	88	88.1	88.10	88.10.20		Dagcentre mv.	88	881	8810	881020										
1617	4	Q	88	88.1	88.10	88.10.30		Revalideringsinstitutioner	88	881	8810	881030										
1618	2	Q	88	88.9				Andre sociale foranstaltninger uden institutionsophold	88	889												
1619	3	Q	88	88.9	88.91			Børnedagpleje	88	889	8891											
1620	4	Q	88	88.9	88.91	88.91.10		Dagplejemødre	88	889	8891	889110										
1621	4	Q	88	88.9	88.91	88.91.20		Vuggestuer	88	889	8891	889120										
1622	4	Q	88	88.9	88.91	88.91.30		Børnehaver	88	889	8891	889130										
1623	4	Q	88	88.9	88.91	88.91.40		Skolefritidsordninger og fritidshjem	88	889	8891	889140										
1624	4	Q	88	88.9	88.91	88.91.50		Aldersintegrerede institutioner	88	889	8891	889150										
1625	4	Q	88	88.9	88.91	88.91.60		Fritids- og ungdomsklubber	88	889	8891	889160										
1626	3	Q	88	88.9	88.99			Andre sociale foranstaltninger uden institutionsophold i.a.n.	88	889	8899											
1627	4	Q	88	88.9	88.99	88.99.10		Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål	88	889	8899	889910										
1628	4	Q	88	88.9	88.99	88.99.20		Flygtninge- og asylcentre	88	889	8899	889920										
1629	4	Q	88	88.9	88.99	88.99.90		Andre sociale foranstaltninger uden institutionsophold i.a.n.	88	889	8899	889990										
1630	0	R						Kultur, forlystelser og sport														
1631	1	R	90					Kreative aktiviteter, kunst og forlystelser	90													
1632	2	R	90	90.0				Kreative aktiviteter, kunst og forlystelser	90	900												
1633	3	R	90	90.0	90.01			Scenekunst	90	900	9001											
1634	4	R	90	90.0	90.01	90.01.10		Teater- og koncertvirksomhed	90	900	9001	900110										
1635	4	R	90	90.0	90.01	90.01.20		Selvstændigt udøvende scenekunstnere	90	900	9001	900120										
1636	3	R	90	90.0	90.02			Hjælpeaktiviteter i forbindelse med scenekunst	90	900	9002											
1637	4	R	90	90.0	90.02	90.02.00		Hjælpeaktiviteter i forbindelse med scenekunst	90	900	9002	900200										
1638	3	R	90	90.0	90.03			Kunstnerisk skaben	90	900	9003											
1639	4	R	90	90.0	90.03	90.03.00		Kunstnerisk skaben	90	900	9003	900300										
1640	3	R	90	90.0	90.04			Drift af teater- og koncertsale, kulturhuse mv.	90	900	9004											
1641	4	R	90	90.0	90.04	90.04.00		Drift af teater- og koncertsale, kulturhuse mv.	90	900	9004	900400										
1642	1	R	91					Biblioteker, arkiver, museer og anden kulturel virksomhed	91													
1643	2	R	91	91.0				Biblioteker, arkiver, museer og anden kulturel virksomhed	91	910												
1644	3	R	91	91.0	91.01			Biblioteker og arkiver	91	910	9101											
1645	4	R	91	91.0	91.01	91.01.10		Biblioteker 	91	910	9101	910110										
1646	4	R	91	91.0	91.01	91.01.20		Arkiver	91	910	9101	910120										
1647	3	R	91	91.0	91.02			Museer	91	910	9102											
1648	4	R	91	91.0	91.02	91.02.00		Museer	91	910	9102	910200										
1649	3	R	91	91.0	91.03			Historiske monumenter og bygninger og lignende attraktioner	91	910	9103											
1650	4	R	91	91.0	91.03	91.03.00		Historiske monumenter og bygninger og lignende attraktioner	91	910	9103	910300										
1651	3	R	91	91.0	91.04			Botaniske og zoologiske haver samt naturreservater	91	910	9104											
1652	4	R	91	91.0	91.04	91.04.00		Botaniske og zoologiske haver samt naturreservater	91	910	9104	910400										
1653	1	R	92					Lotteri- og anden spillevirksomhed	92													
1654	2	R	92	92.0				Lotteri- og anden spillevirksomhed	92	920												
1655	3	R	92	92.0	92.00			Lotteri- og anden spillevirksomhed	92	920	9200											
1656	4	R	92	92.0	92.00	92.00.00		Lotteri- og anden spillevirksomhed	92	920	9200	920000										
1657	1	R	93					Sport, forlystelser og fritidsaktiviteter	93													
1658	2	R	93	93.1				Sport	93	931												
1659	3	R	93	93.1	93.11			Drift af sportsanlæg	93	931	9311											
1660	4	R	93	93.1	93.11	93.11.00		Drift af sportsanlæg	93	931	9311	931100										
1661	3	R	93	93.1	93.12			Sportsklubber	93	931	9312											
1662	4	R	93	93.1	93.12	93.12.00		Sportsklubber	93	931	9312	931200										
1663	3	R	93	93.1	93.13			Fitnesscentre	93	931	9313											
1664	4	R	93	93.1	93.13	93.13.00		Fitnesscentre	93	931	9313	931300										
1665	3	R	93	93.1	93.19			Andre sportsaktiviteter	93	931	9319											
1666	4	R	93	93.1	93.19	93.19.00		Andre sportsaktiviteter	93	931	9319	931900										
1667	2	R	93	93.2				Forlystelser og fritidsaktiviteter	93	932												
1668	3	R	93	93.2	93.21			Forlystelsesparker o.l.	93	932	9321											
1669	4	R	93	93.2	93.21	93.21.00		Forlystelsesparker o.l.	93	932	9321	932100										
1670	3	R	93	93.2	93.29			Andre forlystelser og fritidsaktiviteter	93	932	9329											
1671	4	R	93	93.2	93.29	93.29.10		Lystbådehavne	93	932	9329	932910										
1672	4	R	93	93.2	93.29	93.29.90		Andre forlystelser og fritidsaktiviteter	93	932	9329	932990										
1673	0	S						Andre serviceydelser														
1674	1	S	94					Organisationer og foreninger	94													
1675	2	S	94	94.1				Erhvervs- og arbejdsgiverorganisationer samt faglige sammenslutninger	94	941												
1676	3	S	94	94.1	94.11			Erhvervs- og arbejdsgiverorganisationer	94	941	9411											
1677	4	S	94	94.1	94.11	94.11.00		Erhvervs- og arbejdsgiverorganisationer	94	941	9411	941100										
1678	3	S	94	94.1	94.12			Faglige sammenslutninger	94	941	9412											
1679	4	S	94	94.1	94.12	94.12.00		Faglige sammenslutninger	94	941	9412	941200										
1680	2	S	94	94.2				Fagforeninger	94	942												
1681	3	S	94	94.2	94.20			Fagforeninger	94	942	9420											
1682	4	S	94	94.2	94.20	94.20.00		Fagforeninger	94	942	9420	942000										
1683	2	S	94	94.9				Andre organisationer og foreninger	94	949												
1684	3	S	94	94.9	94.91			Religiøse institutioner og foreninger	94	949	9491											
1685	4	S	94	94.9	94.91	94.91.00		Religiøse institutioner og foreninger	94	949	9491	949100										
1686	3	S	94	94.9	94.92			Politiske partier	94	949	9492											
1687	4	S	94	94.9	94.92	94.92.00		Politiske partier	94	949	9492	949200										
1688	3	S	94	94.9	94.99			Andre organisationer og foreninger i.a.n.	94	949	9499											
1689	4	S	94	94.9	94.99	94.99.00		Andre organisationer og foreninger i.a.n.	94	949	9499	949900										
1690	1	S	95					Reparation af computere og varer til personligt brug og husholdningsbrug	95													
1691	2	S	95	95.1				Reparation af computere og kommunikationsudstyr	95	951												
1692	3	S	95	95.1	95.11			Reparation af computere og ydre enheder	95	951	9511											
1693	4	S	95	95.1	95.11	95.11.00		Reparation af computere og ydre enheder	95	951	9511	951100										
1694	3	S	95	95.1	95.12			Reparation af kommunikationsudstyr	95	951	9512											
1695	4	S	95	95.1	95.12	95.12.00		Reparation af kommunikationsudstyr	95	951	9512	951200										
1696	2	S	95	95.2				Reparation af varer til personligt brug og husholdningsbrug	95	952												
1697	3	S	95	95.2	95.21			Reparation af forbrugerelektronik	95	952	9521											
1698	4	S	95	95.2	95.21	95.21.00		Reparation af forbrugerelektronik	95	952	9521	952100										
1699	3	S	95	95.2	95.22			Reparation af husholdningsapparater og redskaber til hus og have	95	952	9522											
1700	4	S	95	95.2	95.22	95.22.00		Reparation af husholdningsapparater og redskaber til hus og have	95	952	9522	952200										
1701	3	S	95	95.2	95.23			Reparation af skotøj og lædervarer	95	952	9523											
1702	4	S	95	95.2	95.23	95.23.00		Reparation af skotøj og lædervarer	95	952	9523	952300										
1703	3	S	95	95.2	95.24			Reparation af møbler og boligudstyr	95	952	9524											
1704	4	S	95	95.2	95.24	95.24.00		Reparation af møbler og boligudstyr	95	952	9524	952400										
1705	3	S	95	95.2	95.25			Reparation af ure, smykker og guld- og sølvvarer	95	952	9525											
1706	4	S	95	95.2	95.25	95.25.00		Reparation af ure, smykker og guld- og sølvvarer	95	952	9525	952500										
1707	3	S	95	95.2	95.29			Reparation af andre varer til personligt brug og husholdningsbrug	95	952	9529											
1708	4	S	95	95.2	95.29	95.29.00		Reparation af andre varer til personligt brug og husholdningsbrug	95	952	9529	952900										
1709	1	S	96					Andre personlige serviceydelser	96													
1710	2	S	96	96.0				Andre personlige serviceydelser	96	960												
1711	3	S	96	96.0	96.01			Vaskerier og renserier	96	960	9601											
1712	4	S	96	96.0	96.01	96.01.10		Erhvervs- og institutionsvaskerier	96	960	9601	960110										
1713	4	S	96	96.0	96.01	96.01.20		Renserier, selvbetjeningsvaskerier mv.	96	960	9601	960120										
1714	3	S	96	96.0	96.02			Frisør- og skønhedssaloner	96	960	9602											
1715	4	S	96	96.0	96.02	96.02.10		Frisørsaloner	96	960	9602	960210										
1716	4	S	96	96.0	96.02	96.02.20		Skønheds- og hudpleje	96	960	9602	960220										
1717	3	S	96	96.0	96.03			Bedemænd og begravelsesvæsen	96	960	9603											
1718	4	S	96	96.0	96.03	96.03.00		Bedemænd og begravelsesvæsen	96	960	9603	960300										
1719	3	S	96	96.0	96.04			Aktiviteter vedrørende fysisk velvære	96	960	9604											
1720	4	S	96	96.0	96.04	96.04.00		Aktiviteter vedrørende fysisk velvære	96	960	9604	960400										
1721	3	S	96	96.0	96.09			Andre personlige serviceydelser i.a.n.	96	960	9609											
1722	4	S	96	96.0	96.09	96.09.00		Andre personlige serviceydelser i.a.n.	96	960	9609	960900										
1723	0	T						"Private husholdninger med ansat medhjælp; husholdningers produktion af varer og tjenesteydelser til eget brug, i.a.n."														
1724	1	T	97					Husholdninger med ansat medhjælp	97													
1725	2	T	97	97.0				Husholdninger med ansat medhjælp	97	970												
1726	3	T	97	97.0	97.00			Husholdninger med ansat medhjælp	97	970	9700											
1727	4	T	97	97.0	97.00	97.00.00		Husholdninger med ansat medhjælp	97	970	9700	970000										
1728	1	T	98					Private husholdningers produktion af varer og tjenesteydelser til eget brug, i.a.n.	98													
1729	2	T	98	98.1				Private husholdningers produktion af varer til eget brug, i.a.n.	98	981												
1730	3	T	98	98.1	98.10			Private husholdningers produktion af varer til eget brug, i.a.n.	98	981	9810											
1731	4	T	98	98.1	98.10	98.10.00		Private husholdningers produktion af varer til eget brug, i.a.n.	98	981	9810	981000										
1732	2	T	98	98.2				Private husholdningers produktion af tjenesteydelser til eget brug, i.a.n.	98	982												
1733	3	T	98	98.2	98.20			Private husholdningers produktion af tjenesteydelser til eget brug, i.a.n.	98	982	9820											
1734	4	T	98	98.2	98.20	98.20.00		Private husholdningers produktion af tjenesteydelser til eget brug, i.a.n.	98	982	9820	982000										
1735	0	U						Ekstraterritoriale organisationer og organer														
1736	1	U	99					Ekstraterritoriale organisationer og organer	99													
1737	2	U	99	99.0				Ekstraterritoriale organisationer og organer	99	990												
1738	3	U	99	99.0	99.00			Ekstraterritoriale organisationer og organer	99	990	9900											
1739	4	U	99	99.0	99.00	99.00.00		Ekstraterritoriale organisationer og organer	99	990	9900	990000										
1740	4	X 				99.99.99		Uoplyst				999999										
