ID	Niveau	Section	Hovedgruppe	Gruppe	Undergruppe	DB07	NB	Tekst	2-kode	3-kode	4-kode	6-kode										
864	4	G	45	45.3	45.31	45.31.00		Engroshandel med reservedele og tilbehør til motorkøretøjer	45	453	4531	453100										
865	3	G	45	45.3	45.32			Detailhandel med reservedele og tilbehør til motorkøretøjer	45	453	4532											
866	4	G	45	45.3	45.32	45.32.00		Detailhandel med reservedele og tilbehør til motorkøretøjer	45	453	4532	453200										
867	2	G	45	45.4				Salg, vedligeholdelse og reparation af motorcykler og reservedele og tilbehør hertil	45	454												
868	3	G	45	45.4	45.40			Salg, vedligeholdelse og reparation af motorcykler og reservedele og tilbehør hertil	45	454	4540											
869	4	G	45	45.4	45.40	45.40.00		Salg, vedligeholdelse og reparation af motorcykler og reservedele og tilbehør hertil	45	454	4540	454000										
870	1	G	46					Engroshandel undtagen med motorkøretøjer og motorcykler	46													
871	2	G	46	46.1				Agenturhandel (engroshandel på honorar- eller kontraktbasis)	46	461												
872	3	G	46	46.1	46.11			Agenturhandel med landbrugsråvarer, levende dyr, tekstilmaterialer og halvfabrikata	46	461	4611											
873	4	G	46	46.1	46.11	46.11.00		Agenturhandel med landbrugsråvarer, levende dyr, tekstilmaterialer og halvfabrikata	46	461	4611	461100										
874	3	G	46	46.1	46.12			Agenturhandel med brændstoffer, malme, metaller og kemiske produkter til industrien	46	461	4612											
875	4	G	46	46.1	46.12	46.12.00		Agenturhandel med brændstoffer, malme, metaller og kemiske produkter til industrien	46	461	4612	461200										
876	3	G	46	46.1	46.13			Agenturhandel med tømmer og andre byggematerialer	46	461	4613											
877	4	G	46	46.1	46.13	46.13.00		Agenturhandel med tømmer og andre byggematerialer	46	461	4613	461300										
878	3	G	46	46.1	46.14			Agenturhandel med maskiner, teknisk udstyr, skibe og flyvemaskiner	46	461	4614											
879	4	G	46	46.1	46.14	46.14.00		Agenturhandel med maskiner, teknisk udstyr, skibe og flyvemaskiner	46	461	4614	461400										
880	3	G	46	46.1	46.15			Agenturhandel med møbler, husholdningsartikler og isenkram	46	461	4615											
881	4	G	46	46.1	46.15	46.15.00		Agenturhandel med møbler, husholdningsartikler og isenkram	46	461	4615	461500										
882	3	G	46	46.1	46.16			Agenturhandel med tekstiler, beklædning, pelsværk, fodtøj og lædervarer	46	461	4616											
883	4	G	46	46.1	46.16	46.16.00		Agenturhandel med tekstiler, beklædning, pelsværk, fodtøj og lædervarer	46	461	4616	461600										
884	3	G	46	46.1	46.17			Agenturhandel med føde-, drikke- og tobaksvarer	46	461	4617											
885	4	G	46	46.1	46.17	46.17.10		Fiskeauktioner	46	461	4617	461710										
886	4	G	46	46.1	46.17	46.17.90		Anden agenturhandel med føde-, drikke- og tobaksvarer	46	461	4617	461790										
887	3	G	46	46.1	46.18			Agenturhandel med specialiseret varesortiment i.a.n.	46	461	4618											
888	4	G	46	46.1	46.18	46.18.00		Agenturhandel med specialiseret varesortiment i.a.n.	46	461	4618	461800										
889	3	G	46	46.1	46.19			Agenturhandel med blandet sortiment	46	461	4619											
890	4	G	46	46.1	46.19	46.19.00		Agenturhandel med blandet sortiment	46	461	4619	461900										
891	2	G	46	46.2				Engroshandel med landbrugsråvarer og levende dyr	46	462												
892	3	G	46	46.2	46.21			Engroshandel med korn, uforarbejdet tobak, såsæd og foderstoffer	46	462	4621											
893	4	G	46	46.2	46.21	46.21.00		Engroshandel med korn, uforarbejdet tobak, såsæd og foderstoffer	46	462	4621	462100										
894	3	G	46	46.2	46.22			Engroshandel med blomster og planter	46	462	4622											
895	4	G	46	46.2	46.22	46.22.00		Engroshandel med blomster og planter	46	462	4622	462200										
896	3	G	46	46.2	46.23			Engroshandel med levende dyr	46	462	4623											
897	4	G	46	46.2	46.23	46.23.00		Engroshandel med levende dyr	46	462	4623	462300										
898	3	G	46	46.2	46.24			Engroshandel med huder, skind og læder	46	462	4624											
899	4	G	46	46.2	46.24	46.24.00		Engroshandel med huder, skind og læder	46	462	4624	462400										
900	2	G	46	46.3				Engroshandel med føde-, drikke- og tobaksvarer	46	463												
901	3	G	46	46.3	46.31			Engroshandel med frugt og grøntsager	46	463	4631											
902	4	G	46	46.3	46.31	46.31.00		Engroshandel med frugt og grøntsager	46	463	4631	463100										
903	3	G	46	46.3	46.32			Engroshandel med kød og kødprodukter	46	463	4632											
904	4	G	46	46.3	46.32	46.32.00		Engroshandel med kød og kødprodukter	46	463	4632	463200										
905	3	G	46	46.3	46.33			Engroshandel med mejeriprodukter, æg samt spiselige olier og fedtstoffer	46	463	4633											
906	4	G	46	46.3	46.33	46.33.00		Engroshandel med mejeriprodukter, æg samt spiselige olier og fedtstoffer	46	463	4633	463300										
907	3	G	46	46.3	46.34			Engroshandel med drikkevarer	46	463	4634											
908	4	G	46	46.3	46.34	46.34.10		Engroshandel med øl, mineralvand, frugt- og grøntsagssaft	46	463	4634	463410										
909	4	G	46	46.3	46.34	46.34.20		Engroshandel med vin og spiritus	46	463	4634	463420										
910	3	G	46	46.3	46.35			Engroshandel med tobaksvarer	46	463	4635											
911	4	G	46	46.3	46.35	46.35.00		Engroshandel med tobaksvarer	46	463	4635	463500										
912	3	G	46	46.3	46.36			Engroshandel med sukker, chokolade og sukkervarer	46	463	4636											
913	4	G	46	46.3	46.36	46.36.00		Engroshandel med sukker, chokolade og sukkervarer	46	463	4636	463600										
914	3	G	46	46.3	46.37			Engroshandel med kaffe, te, kakao og krydderier	46	463	4637											
915	4	G	46	46.3	46.37	46.37.00		Engroshandel med kaffe, te, kakao og krydderier	46	463	4637	463700										
916	3	G	46	46.3	46.38			Engroshandel med andre fødevarer herunder fisk, krebsdyr og bløddyr	46	463	4638											
917	4	G	46	46.3	46.38	46.38.10		Engroshandel med fisk og fiskeprodukter	46	463	4638	463810										
918	4	G	46	46.3	46.38	46.38.90		Specialiseret engroshandel med fødevarer i.a.n.	46	463	4638	463890										
919	3	G	46	46.3	46.39			Ikke-specialiseret engroshandel med føde-, drikke- og tobaksvarer	46	463	4639											
920	4	G	46	46.3	46.39	46.39.00		Ikke-specialiseret engroshandel med føde-, drikke- og tobaksvarer	46	463	4639	463900										
921	2	G	46	46.4				Engroshandel med husholdningsartikler	46	464												
922	3	G	46	46.4	46.41			Engroshandel med tekstiler	46	464	4641											
923	4	G	46	46.4	46.41	46.41.00		Engroshandel med tekstiler	46	464	4641	464100										
924	3	G	46	46.4	46.42			Engroshandel med beklædning og fodtøj	46	464	4642											
925	4	G	46	46.4	46.42	46.42.10		Engroshandel med beklædning	46	464	4642	464210										
926	4	G	46	46.4	46.42	46.42.20		Engroshandel med fodtøj	46	464	4642	464220										
927	3	G	46	46.4	46.43			Engroshandel med elektriske husholdningsartikler	46	464	4643											
928	4	G	46	46.4	46.43	46.43.10		Engroshandel med hårde hvidevarer	46	464	4643	464310										
929	4	G	46	46.4	46.43	46.43.20		Engroshandel med radio og tv mv.	46	464	4643	464320										
930	4	G	46	46.4	46.43	46.43.30		Engroshandel med indspillede videoer, cd'er, dvd'er mv.	46	464	4643	464330										
931	4	G	46	46.4	46.43	46.43.40		Engroshandel med fotografiske og optiske artikler	46	464	4643	464340										
932	4	G	46	46.4	46.43	46.43.50		Engroshandel med elektriske husholdningsartikler	46	464	4643	464350										
933	3	G	46	46.4	46.44			Engroshandel med porcelæns- og glasvarer og rengøringsmidler	46	464	4644											
934	4	G	46	46.4	46.44	46.44.10		Engroshandel med porcelæns- og glasvarer	46	464	4644	464410										
935	4	G	46	46.4	46.44	46.44.20		Engroshandel med rengøringsmidler	46	464	4644	464420										
936	3	G	46	46.4	46.45			Engroshandel med parfumerivarer og kosmetik	46	464	4645											
937	4	G	46	46.4	46.45	46.45.00		Engroshandel med parfumerivarer og kosmetik	46	464	4645	464500										
938	3	G	46	46.4	46.46			Engroshandel med medicinalvarer	46	464	4646											
939	4	G	46	46.4	46.46	46.46.10		Engroshandel med medicinalvarer og sygeplejeartikler	46	464	4646	464610										
940	4	G	46	46.4	46.46	46.46.20		Engroshandel med læge- og hospitalsartikler	46	464	4646	464620										
941	3	G	46	46.4	46.47			Engroshandel med møbler, tæpper og belysningsartikler	46	464	4647											
942	4	G	46	46.4	46.47	46.47.00		Engroshandel med møbler, tæpper og belysningsartikler	46	464	4647	464700										
943	3	G	46	46.4	46.48			Engroshandel med ure, smykker og guld- og sølvvarer	46	464	4648											
944	4	G	46	46.4	46.48	46.48.00		Engroshandel med ure, smykker og guld- og sølvvarer	46	464	4648	464800										
945	3	G	46	46.4	46.49			Engroshandel med andre husholdningsartikler	46	464	4649											
946	4	G	46	46.4	46.49	46.49.10		Engroshandel med cykler, sportsartikler og lystbåde	46	464	4649	464910										
947	4	G	46	46.4	46.49	46.49.20		Engroshandel med bøger, papir og papirvarer	46	464	4649	464920										
948	4	G	46	46.4	46.49	46.49.30		Engroshandel med kufferter og lædervarer	46	464	4649	464930										
949	4	G	46	46.4	46.49	46.49.90		Engroshandel med andre husholdningsartikler	46	464	4649	464990										
950	2	G	46	46.5				Engroshandel med informations- og kommunikationsudstyr	46	465												
951	3	G	46	46.5	46.51			Engroshandel med computere, ydre enheder og software	46	465	4651											
952	4	G	46	46.5	46.51	46.51.00		Engroshandel med computere, ydre enheder og software	46	465	4651	465100										
953	3	G	46	46.5	46.52			Engroshandel med elektronisk udstyr og telekommunikationsudstyr og dele hertil	46	465	4652											
954	4	G	46	46.5	46.52	46.52.10		Engroshandel med elektronisk udstyr	46	465	4652	465210										
955	4	G	46	46.5	46.52	46.52.20		Engroshandel med telekommunikationsudstyr	46	465	4652	465220										
956	2	G	46	46.6				Engroshandel med andre maskiner, andet udstyr og tilbehør	46	466												
957	3	G	46	46.6	46.61			Engroshandel med landbrugsmaskiner, -udstyr og tilbehør hertil	46	466	4661											
958	4	G	46	46.6	46.61	46.61.00		Engroshandel med landbrugsmaskiner, -udstyr og tilbehør hertil	46	466	4661	466100										
959	3	G	46	46.6	46.62			Engroshandel med værktøjsmaskiner	46	466	4662											
960	4	G	46	46.6	46.62	46.62.00		Engroshandel med værktøjsmaskiner	46	466	4662	466200										
961	3	G	46	46.6	46.63			Engroshandel med maskiner til minedrift og bygge- og anlægsvirksomhed	46	466	4663											
962	4	G	46	46.6	46.63	46.63.00		Engroshandel med maskiner til minedrift og bygge- og anlægsvirksomhed	46	466	4663	466300										
963	3	G	46	46.6	46.64			Engroshandel med maskiner, udstyr og tilbehør til tekstilindustrien	46	466	4664											
964	4	G	46	46.6	46.64	46.64.00		Engroshandel med maskiner, udstyr og tilbehør til tekstilindustrien	46	466	4664	466400										
965	3	G	46	46.6	46.65			Engroshandel med kontormøbler	46	466	4665											
966	4	G	46	46.6	46.65	46.65.00		Engroshandel med kontormøbler	46	466	4665	466500										
967	3	G	46	46.6	46.66			Engroshandel med andre kontormaskiner og andet kontorudstyr	46	466	4666											
968	4	G	46	46.6	46.66	46.66.00		Engroshandel med andre kontormaskiner og andet kontorudstyr	46	466	4666	466600										
969	3	G	46	46.6	46.69			Engroshandel med andre maskiner og andet udstyr	46	466	4669											
970	4	G	46	46.6	46.69	46.69.00		Engroshandel med andre maskiner og andet udstyr	46	466	4669	466900										
971	2	G	46	46.7				Anden specialiseret engroshandel	46	467												
972	3	G	46	46.7	46.71			Engroshandel med fast, flydende og luftformigt brændstof og lignende varer	46	467	4671											
973	4	G	46	46.7	46.71	46.71.00		Engroshandel med fast, flydende og luftformigt brændstof og lignende varer	46	467	4671	467100										
974	3	G	46	46.7	46.72			Engroshandel med metaller og metalmalme	46	467	4672											
975	4	G	46	46.7	46.72	46.72.00		Engroshandel med metaller og metalmalme	46	467	4672	467200										
976	3	G	46	46.7	46.73			Engroshandel med træ og byggematerialer samt sanitetsartikler	46	467	4673											
977	4	G	46	46.7	46.73	46.73.10		Engroshandel med træ, trælast og byggematerialer	46	467	4673	467310										
978	4	G	46	46.7	46.73	46.73.20		Engroshandel med lak, maling, tapet, gulvbelægning mv.	46	467	4673	467320										
979	3	G	46	46.7	46.74			Engroshandel med isenkram, varmeanlæg og tilbehør	46	467	4674											
980	4	G	46	46.7	46.74	46.74.00		Engroshandel med isenkram, varmeanlæg og tilbehør	46	467	4674	467400										
981	3	G	46	46.7	46.75			Engroshandel med kemiske produkter	46	467	4675											
982	4	G	46	46.7	46.75	46.75.00		Engroshandel med kemiske produkter	46	467	4675	467500										
983	3	G	46	46.7	46.76			Engroshandel med andre råvarer og halvfabrikata	46	467	4676											
984	4	G	46	46.7	46.76	46.76.00		Engroshandel med andre råvarer og halvfabrikata	46	467	4676	467600										
985	3	G	46	46.7	46.77			Engroshandel med affaldsprodukter	46	467	4677											
986	4	G	46	46.7	46.77	46.77.00		Engroshandel med affaldsprodukter	46	467	4677	467700										
987	2	G	46	46.9				Ikke-specialiseret engroshandel	46	469												
988	3	G	46	46.9	46.90			Ikke-specialiseret engroshandel	46	469	4690											
989	4	G	46	46.9	46.90	46.90.00		Ikke-specialiseret engroshandel	46	469	4690	469000										
990	1	G	47					Detailhandel undtagen med motorkøretøjer og motorcykler	47													
991	2	G	47	47.1				Detailhandel fra ikke-specialiserede forretninger	47	471												
992	3	G	47	47.1	47.11			Detailhandel fra ikke-specialiserede forretninger med hovedvægten på føde-, drikke- og tobaksvarer	47	471	4711											
993	4	G	47	47.1	47.11	47.11.10		Købmænd og døgnkiosker	47	471	4711	471110										
994	4	G	47	47.1	47.11	47.11.20		Supermarkeder	47	471	4711	471120										
995	4	G	47	47.1	47.11	47.11.30		Discountforretninger	47	471	4711	471130										
996	3	G	47	47.1	47.19			Anden detailhandel fra ikke-specialiserede forretninger	47	471	4719											
997	4	G	47	47.1	47.19	47.19.00		Anden detailhandel fra ikke-specialiserede forretninger	47	471	4719	471900										
998	2	G	47	47.2				Detailhandel med føde-, drikke- og tobaksvarer i specialforretninger	47	472												
999	3	G	47	47.2	47.21			Frugt- og grøntforretninger	47	472	4721											
1000	4	G	47	47.2	47.21	47.21.00		Frugt- og grøntforretninger	47	472	4721	472100										
1001	3	G	47	47.2	47.22			Slagter- og viktualieforretninger	47	472	4722											
1002	4	G	47	47.2	47.22	47.22.00		Slagter- og viktualieforretninger	47	472	4722	472200										
1003	3	G	47	47.2	47.23			Fiskeforretninger	47	472	4723											
1004	4	G	47	47.2	47.23	47.23.00		Fiskeforretninger	47	472	4723	472300										
1005	3	G	47	47.2	47.24			Detailhandel med brød, konditori- og sukkervarer	47	472	4724											
1006	4	G	47	47.2	47.24	47.24.00		Detailhandel med brød, konditori- og sukkervarer	47	472	4724	472400										
1007	3	G	47	47.2	47.25			Detailhandel med drikkevarer	47	472	4725											
1008	4	G	47	47.2	47.25	47.25.00		Detailhandel med drikkevarer	47	472	4725	472500										
1009	3	G	47	47.2	47.26			Tobaksforretninger	47	472	4726											
1010	4	G	47	47.2	47.26	47.26.00		Tobaksforretninger	47	472	4726	472600										
1011	3	G	47	47.2	47.29			Anden detailhandel med fødevarer i specialforretninger	47	472	4729											
1012	4	G	47	47.2	47.29	47.29.00		Anden detailhandel med fødevarer i specialforretninger	47	472	4729	472900										
1013	2	G	47	47.3				Servicestationer	47	473												
1014	3	G	47	47.3	47.30			Servicestationer	47	473	4730											
1015	4	G	47	47.3	47.30	47.30.00		Servicestationer	47	473	4730	473000										
1016	2	G	47	47.4				Detailhandel med informations- og telekommunikationsudstyr i specialforretninger	47	474												
1017	3	G	47	47.4	47.41			Detailhandel med computere, ydre enheder og software	47	474	4741											
1018	4	G	47	47.4	47.41	47.41.00		Detailhandel med computere, ydre enheder og software	47	474	4741	474100										
1019	3	G	47	47.4	47.42			Detailhandel med telekommunikationsudstyr	47	474	4742											
1020	4	G	47	47.4	47.42	47.42.00		Detailhandel med telekommunikationsudstyr	47	474	4742	474200										
1021	3	G	47	47.4	47.43			Radio- og tv-forretninger	47	474	4743											
1022	4	G	47	47.4	47.43	47.43.00		Radio- og tv-forretninger	47	474	4743	474300										
1023	2	G	47	47.5				Detailhandel med husholdningsudstyr i specialforreninger	47	475												
1024	3	G	47	47.5	47.51			Detailhandel med kjolestoffer, garn, broderier mv.	47	475	4751											
1025	4	G	47	47.5	47.51	47.51.00		Detailhandel med kjolestoffer, garn, broderier mv.	47	475	4751	475100										
1026	3	G	47	47.5	47.52			Detailhandel med isenkram, maling og glas	47	475	4752											
1027	4	G	47	47.5	47.52	47.52.10		Farve- og tapetforretninger	47	475	4752	475210										
1028	4	G	47	47.5	47.52	47.52.20		Byggemarkeder og værktøjsmagasiner	47	475	4752	475220										
1029	3	G	47	47.5	47.53			Detailhandel med tæpper, vægbeklædning og gulvbelægning	47	475	4753											
1030	4	G	47	47.5	47.53	47.53.00		Detailhandel med tæpper, vægbeklædning og gulvbelægning	47	475	4753	475300										
1031	3	G	47	47.5	47.54			Detailhandel med elektriske husholdningsapparater	47	475	4754											
1032	4	G	47	47.5	47.54	47.54.00		Detailhandel med elektriske husholdningsapparater	47	475	4754	475400										
1033	3	G	47	47.5	47.59			Detailhandel med møbler og belysningsartikler samt  andre husholdningsartikler	47	475	4759											
1034	4	G	47	47.5	47.59	47.59.10		Møbelforretninger	47	475	4759	475910										
1035	4	G	47	47.5	47.59	47.59.20		Boligtekstilforretninger	47	475	4759	475920										
1036	4	G	47	47.5	47.59	47.59.30		Detailhandel med køkkenudstyr, glas, porcelæn, bestik, vaser, lysestager mv.	47	475	4759	475930										
1037	4	G	47	47.5	47.59	47.59.40		Forhandlere af musikinstrumenter	47	475	4759	475940										
1038	4	G	47	47.5	47.59	47.59.90		Detailhandel med belysningsartikler samt husholdningsartikler i.a.n.	47	475	4759	475990										
1039	2	G	47	47.6				Detailhandel med varer til kulturelle formål og til fritid	47	476												
1040	3	G	47	47.6	47.61			Detailhandel med bøger	47	476	4761											
1041	4	G	47	47.6	47.61	47.61.00		Detailhandel med bøger	47	476	4761	476100										
1042	3	G	47	47.6	47.62			Detailhandel med aviser og papirvarer	47	476	4762											
1043	4	G	47	47.6	47.62	47.62.00		Detailhandel med aviser og papirvarer	47	476	4762	476200										
1044	3	G	47	47.6	47.63			Detailhandel med musik- og videooptagelser	47	476	4763											
1045	4	G	47	47.6	47.63	47.63.00		Detailhandel med musik- og videooptagelser	47	476	4763	476300										
1046	3	G	47	47.6	47.64			Detailhandel med sportsudstyr	47	476	4764											
1047	4	G	47	47.6	47.64	47.64.10		Forhandlere af sports- og campingudstyr	47	476	4764	476410										
1048	4	G	47	47.6	47.64	47.64.20		Cykel- og knallertforretninger	47	476	4764	476420										
1049	4	G	47	47.6	47.64	47.64.30		Forhandlere af lystbåde og udstyr hertil	47	476	4764	476430										
1050	3	G	47	47.6	47.65			Detailhandel med spil og legetøj	47	476	4765											
1051	4	G	47	47.6	47.65	47.65.00		Detailhandel med spil og legetøj	47	476	4765	476500										
1052	2	G	47	47.7				Detailhandel med andre varer i specialforretninger	47	477												
1053	3	G	47	47.7	47.71			Detailhandel med beklædningsartikler	47	477	4771											
1054	4	G	47	47.7	47.71	47.71.10		Tøjforretninger	47	477	4771	477110										
1055	4	G	47	47.7	47.71	47.71.20		Babyudstyrs- og børnetøjsforretninger	47	477	4771	477120										
1056	3	G	47	47.7	47.72			Detailhandel med skotøj og lædervarer	47	477	4772											
1057	4	G	47	47.7	47.72	47.72.10		Skotøjsforretninger	47	477	4772	477210										
1058	4	G	47	47.7	47.72	47.72.20		Lædervareforretninger	47	477	4772	477220										
1059	3	G	47	47.7	47.73			Apoteker	47	477	4773											
1060	4	G	47	47.7	47.73	47.73.00		Apoteker	47	477	4773	477300										
1061	3	G	47	47.7	47.74			Detailhandel med medicinske og ortopædiske artikler	47	477	4774											
1062	4	G	47	47.7	47.74	47.74.00		Detailhandel med medicinske og ortopædiske artikler	47	477	4774	477400										
1063	3	G	47	47.7	47.75			Detailhandel med kosmetikvarer og produkter til personlig pleje	47	477	4775											
1064	4	G	47	47.7	47.75	47.75.00		Detailhandel med kosmetikvarer og produkter til personlig pleje	47	477	4775	477500										
1065	3	G	47	47.7	47.76			Detailhandel med blomster, planter, frø, gødningsstoffer, kæledyr samt foder til kæledyr	47	477	4776											
1066	4	G	47	47.7	47.76	47.76.10		Blomsterforretninger	47	477	4776	477610										
1067	4	G	47	47.7	47.76	47.76.20		Planteforhandlere og havecentre	47	477	4776	477620										
1068	4	G	47	47.7	47.76	47.76.30		Dyrehandel	47	477	4776	477630										
1069	3	G	47	47.7	47.77			Detailhandel med ure, smykker og guld- og sølvvarer	47	477	4777											
1070	4	G	47	47.7	47.77	47.77.00		Detailhandel med ure, smykker og guld- og sølvvarer	47	477	4777	477700										
1071	3	G	47	47.7	47.78			Anden detailhandel fra specialforretninger	47	477	4778											
1072	4	G	47	47.7	47.78	47.78.10		Optikere	47	477	4778	477810										
1073	4	G	47	47.7	47.78	47.78.20		Fotoforretninger	47	477	4778	477820										
1074	4	G	47	47.7	47.78	47.78.30		Forhandlere af gaveartikler og brugskunst	47	477	4778	477830										
1075	4	G	47	47.7	47.78	47.78.40		Kunsthandel og gallerivirksomhed	47	477	4778	477840										
1076	4	G	47	47.7	47.78	47.78.90		Detailhandel med andre varer i.a.n.	47	477	4778	477890										
1077	3	G	47	47.7	47.79			Detailhandel med brugte varer i forretninger	47	477	4779											
1078	4	G	47	47.7	47.79	47.79.00		Detailhandel med brugte varer i forretninger	47	477	4779	477900										
1079	2	G	47	47.8				Detailhandel fra stadepladser og markeder	47	478												
1080	3	G	47	47.8	47.81			Detailhandel med føde-, drikke- og tobaksvarer fra stadepladser og markeder	47	478	4781											
1081	4	G	47	47.8	47.81	47.81.00		Detailhandel med føde-, drikke- og tobaksvarer fra stadepladser og markeder	47	478	4781	478100										
1082	3	G	47	47.8	47.82			Detailhandel med tekstiler, beklædningsartikler og fodtøj fra stadepladser og markeder	47	478	4782											
1083	4	G	47	47.8	47.82	47.82.00		Detailhandel med tekstiler, beklædningsartikler og fodtøj fra stadepladser og markeder	47	478	4782	478200										
1084	3	G	47	47.8	47.89			Detailhandel med andre varer fra stadepladser og markeder	47	478	4789											
1085	4	G	47	47.8	47.89	47.89.00		Detailhandel med andre varer fra stadepladser og markeder	47	478	4789	478900										
1086	2	G	47	47.9				Detailhandel undtagen fra forretninger, stadepladser og markeder	47	479												
1087	3	G	47	47.9	47.91			Detailhandel fra postordre- eller Internetforretninger	47	479	4791											
1088	4	G	47	47.9	47.91	47.91.10	valid 2008-2013	Detailhandel fra postordreforretninger	47	479	4791	479110										
1089	4	G	47	47.9	47.91	47.91.11	valid from  2014	Detailhandel med dagligvarer via internet	47	479	4791	479111										
1090	4	G	47	47.9	47.91	47.91.12	valid from  2014	Detailhandel med elektroniske eller elektriske apparater samt fotoudstyr via internet	47	479	4791	479112										
1091	4	G	47	47.9	47.91	47.91.13	valid from  2014	Detailhandel med husholdnings- eller boligudstyr, bortset fra elektriske apparater, via internet	47	479	4791	479113										
1092	4	G	47	47.9	47.91	47.91.14	valid from  2014	Detailhandel med bøger, kontorartikler, musik eller film via internet	47	479	4791	479114										
1093	4	G	47	47.9	47.91	47.91.15	valid from  2014	Detailhandel med hobbyartikler, musikinstrumenter, sportsudstyr, legetøj, cykler via internet	47	479	4791	479115										
1094	4	G	47	47.9	47.91	47.91.16	valid from  2014	Detailhandel med tøj, sko, lædervarer, ure eller babyudstyr  via internet	47	479	4791	479116										
1095	4	G	47	47.9	47.91	47.91.17	valid from  2014	Detailhandel med medicin og produkter til personlig pleje via internet	47	479	4791	479117										
1096	4	G	47	47.9	47.91	47.91.19	valid from  2014	Detailhandel med andre varer i.a.n. via internet	47	479	4791	479119										
1097	4	G	47	47.9	47.91	47.91.20		Detailhandel via Internettet med digitale produkter	47	479	4791	479120										
1098	3	G	47	47.9	47.99			Anden detailhandel undtagen fra forretninger, stadepladser og markeder	47	479	4799											
1099	4	G	47	47.9	47.99	47.99.00		Anden detailhandel undtagen fra forretninger, stadepladser og markeder	47	479	4799	479900										
1100	0	H						Transport og godshåndtering														
1101	1	H	49					"Landtransport; rørtransport"	49													
1102	2	H	49	49.1				Passagertransport med regional- eller fjerntog	49	491												
1103	3	H	49	49.1	49.10			Passagertransport med regional- eller fjerntog	49	491	4910											
1104	4	H	49	49.1	49.10	49.10.00		Passagertransport med regional- eller fjerntog	49	491	4910	491000										
1105	2	H	49	49.2				Godstransport med tog	49	492												
1106	3	H	49	49.2	49.20			Godstransport med tog	49	492	4920											
1107	4	H	49	49.2	49.20	49.20.00		Godstransport med tog	49	492	4920	492000										
1108	2	H	49	49.3				Anden landpassagertransport	49	493												
1109	3	H	49	49.3	49.31			Landpassagertransport i by- og forstadsområder	49	493	4931											
1110	4	H	49	49.3	49.31	49.31.10		Rutebuskørsel, by- og nærtrafik	49	493	4931	493110										
1111	4	H	49	49.3	49.31	49.31.20		S-togstrafik, metro og andre nærbaner	49	493	4931	493120										
1112	3	H	49	49.3	49.32			Taxikørsel	49	493	4932											
1113	4	H	49	49.3	49.32	49.32.00		Taxikørsel	49	493	4932	493200										
1114	3	H	49	49.3	49.39			Anden landpassagertransport i.a.n.	49	493	4939											
1115	4	H	49	49.3	49.39	49.39.10		Rutebuskørsel, fjerntrafik og skolebusser	49	493	4939	493910										
1116	4	H	49	49.3	49.39	49.39.20		Turistkørsel og anden landpassagertransport	49	493	4939	493920										
1117	2	H	49	49.4				Vejgodstransport og flytning	49	494												
1118	3	H	49	49.4	49.41			Vejgodstransport	49	494	4941											
1119	4	H	49	49.4	49.41	49.41.00		Vejgodstransport	49	494	4941	494100										
1120	3	H	49	49.4	49.42			Flytteforretninger	49	494	4942											
1121	4	H	49	49.4	49.42	49.42.00		Flytteforretninger	49	494	4942	494200										
1122	2	H	49	49.5				Rørtransport	49	495												
1123	3	H	49	49.5	49.50			Rørtransport	49	495	4950											
1124	4	H	49	49.5	49.50	49.50.00		Rørtransport	49	495	4950	495000										
1125	1	H	50					Skibsfart	50													
1126	2	H	50	50.1				Sø- og kysttransport af passagerer	50	501												
1127	3	H	50	50.1	50.10			Sø- og kysttransport af passagerer	50	501	5010											
1128	4	H	50	50.1	50.10	50.10.00		Sø- og kysttransport af passagerer	50	501	5010	501000										
1129	2	H	50	50.2				Sø- og kysttransport af gods	50	502												
1130	3	H	50	50.2	50.20			Sø- og kysttransport af gods	50	502	5020											
1131	4	H	50	50.2	50.20	50.20.00		Sø- og kysttransport af gods	50	502	5020	502000										
1132	2	H	50	50.3				Transport af passagerer ad indre vandveje	50	503												
1133	3	H	50	50.3	50.30			Transport af passagerer ad indre vandveje	50	503	5030											
1134	4	H	50	50.3	50.30	50.30.00		Transport af passagerer ad indre vandveje	50	503	5030	503000										
1135	2	H	50	50.4				Transport af gods ad indre vandveje	50	504												
1136	3	H	50	50.4	50.40			Transport af gods ad indre vandveje	50	504	5040											
1137	4	H	50	50.4	50.40	50.40.00		Transport af gods ad indre vandveje	50	504	5040	504000										
1138	1	H	51					Luftfart	51													
1139	2	H	51	51.1				Lufttransport af passagerer	51	511												
1140	3	H	51	51.1	51.10			Lufttransport af passagerer	51	511	5110											
1141	4	H	51	51.1	51.10	51.10.10		Ruteflyvning	51	511	5110	511010										
1142	4	H	51	51.1	51.10	51.10.20		Charter- og taxiflyvning	51	511	5110	511020										
1143	2	H	51	51.2				Lufttransport af gods og rumfart	51	512												
1144	3	H	51	51.2	51.21			Lufttransport af gods	51	512	5121											
1145	4	H	51	51.2	51.21	51.21.00		Lufttransport af gods	51	512	5121	512100										
1146	3	H	51	51.2	51.22			Rumfart	51	512	5122											
1147	4	H	51	51.2	51.22	51.22.00		Rumfart	51	512	5122	512200										
1148	1	H	52					Hjælpevirksomhed i forbindelse med transport	52													
1149	2	H	52	52.1				Oplagrings- og pakhusvirksomhed	52	521												
1150	3	H	52	52.1	52.10			Oplagrings- og pakhusvirksomhed	52	521	5210											
